,Room,2,3,4,5,6,7
1,9C,,Ly_Ly03,Van_Va03,Sinh_Si03,CN_To03,Sinh_Si03
2,9C,Hoa_Ho03,Dia_Di01,Hoa_Ho03,The_Th03,Tin_Ti03,Anh_An03
3,9C,Van_Va03,Tin_Ti03,Hoa_Ho03,Ly_Ly03,GDCD_GD01,Van_Va03
4,9C,Toan_To03,Su_Su01,Toan_To03,Ly_Ly03,Toan_To03,Van_Va03
5,9C,Anh_An03,The_Th03,Toan_To03,,,
