,Room,2,3,4,5,6,7
1,9B,,Anh_An03,Su_Su01,CN_To03,Anh_An03,The_Th03
2,9B,Ly_Ly03,Toan_To03,Sinh_Si03,Van_Va03,Toan_To03,Van_Va03
3,9B,Hoa_Ho03,Toan_To03,Ly_Ly03,Van_Va03,Toan_To03,Hoa_Ho03
4,9B,Van_Va03,GDCD_GD01,The_Th03,Tin_Ti03,Ly_Ly03,Hoa_Ho03
5,9B,Tin_Ti03,Dia_Di01,,,Sinh_Si03,
